date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2009-09-01,0.00,-13.59,4368.22,8878.83,51.30,3.18,202.99,1005.23,373.36,0.00,0.00,0.00,1277.49,452.16,0.00,0.00,5639757.18,8229353.46,4883.07,1982.31,114867.55,465898.75,223806.66,0.00,0.00,884.41,24.37,0.00,287342.72,101001559.83,227726147.58,1267632.53,87280.75,5977738.22,26028082.34,9895537.43,0.00,0.00,0.00,30204029.64,10507551.03,0.00,0.00
2009-10-01,0.00,-21.81,4737.08,9117.57,46.31,5.63,182.20,1153.39,466.90,0.00,0.00,0.00,972.88,383.79,0.00,0.00,6066631.83,8420521.46,4042.13,5914.97,104022.60,532757.38,284234.98,0.00,0.00,904.61,26.36,0.00,429216.73,122055479.01,251534422.01,1243187.58,141277.41,5927537.62,33076762.02,13904015.56,0.00,0.00,0.00,27613892.51,9794164.96,0.00,0.00
2009-11-01,0.00,-69.15,4623.27,9528.19,13.89,18.56,337.12,1106.43,667.75,0.00,0.00,0.00,970.92,326.25,0.00,0.00,5890719.24,8718157.68,385.69,19622.92,189904.58,519145.94,427968.28,0.00,0.00,899.72,77.71,0.00,1371280.66,221264386.01,957780621.89,1252383.76,23323298.37,70487562.78,162737937.08,176815208.26,0.00,0.00,0.00,161053126.54,39154495.24,0.00,0.00
2009-12-01,0.00,-82.55,4953.08,9766.67,11.94,7.01,203.96,1070.08,522.36,0.00,0.00,0.00,870.23,354.60,0.00,0.00,6310210.44,8886860.17,247.03,7273.89,114924.45,500029.33,323524.28,0.00,0.00,913.21,49.57,0.00,1562475.44,116797314.94,711396621.75,478435.48,2502198.08,6626723.40,61112591.74,59031306.33,0.00,0.00,0.00,138219082.13,13986703.12,0.00,0.00
2010-01-01,0.00,-29.86,5024.55,9970.68,14.30,5.92,185.48,1106.67,522.89,0.00,0.00,0.00,947.55,366.90,0.00,0.00,6413104.61,9078163.82,292.95,6256.87,105917.30,507868.29,337437.21,0.00,0.00,908.03,74.89,0.00,591118.72,316436261.10,558637660.90,1053290.15,11592141.50,48169239.49,81822970.38,116663213.45,0.00,0.00,0.00,125951713.03,37302868.18,0.00,0.00
2010-02-01,0.00,-21.62,4433.80,9229.58,13.75,3.31,230.30,1136.84,491.80,0.00,0.00,0.00,936.22,353.81,0.00,0.00,5690724.44,8402216.34,280.77,3660.29,131447.17,526961.31,311638.03,0.00,0.00,896.43,74.55,0.00,439625.96,332419374.67,471545266.89,591331.99,9137985.05,56882515.05,90651746.06,112034645.31,0.00,0.00,0.00,110942810.95,22027146.19,0.00,0.00
2010-03-01,0.00,-4.35,5022.42,9700.36,14.93,0.79,169.97,1108.68,429.34,0.00,0.00,0.00,816.46,319.24,0.00,0.00,6480071.02,8840982.01,307.62,878.87,97016.77,524580.27,259722.40,0.00,0.00,921.82,25.54,0.00,59688.67,115673083.86,251348887.77,379226.11,25211.55,4912116.91,27778268.62,12147594.84,0.00,0.00,0.00,24981309.02,7076387.13,0.00,0.00
2010-04-01,0.00,-3.61,4263.07,8916.46,-0.38,0.59,289.45,1044.82,407.07,0.00,0.00,0.00,988.77,315.50,0.00,0.00,5460736.91,8124242.06,0.00,650.60,165941.33,491462.22,250392.40,0.00,0.00,893.46,39.11,0.00,57727.15,257084373.05,213849374.60,0.00,120921.74,16971336.12,25270956.94,33039334.09,0.00,0.00,0.00,83495820.96,9465120.92,0.00,0.00
2010-05-01,0.00,-27.87,4337.12,9671.05,-0.58,1.91,284.66,1264.41,446.55,0.00,0.00,0.00,1259.07,276.17,0.00,0.00,5549809.23,8803878.92,0.18,2007.76,163069.50,573118.34,269769.97,0.00,0.00,877.18,29.49,0.00,613623.02,130858218.63,243206014.43,157.29,42152.47,9813730.88,32967446.25,14409361.33,0.00,0.00,0.00,59839737.96,7590152.12,0.00,0.00
2010-06-01,0.00,-6.57,4558.48,9675.74,31.51,0.41,238.88,1426.62,452.64,0.00,0.00,0.00,1348.70,306.31,0.00,0.00,5854210.11,8843986.26,2936.90,446.51,137191.15,652554.42,270777.26,0.00,0.00,874.08,31.76,0.00,135303.43,139146618.31,283260188.36,726532.25,19931.27,10002771.28,42506374.47,15422659.57,0.00,0.00,0.00,50518406.46,9261288.39,0.00,0.00
2010-07-01,0.00,-1.90,5001.11,9896.75,44.11,0.17,259.77,1528.11,358.06,0.00,0.00,0.00,1440.71,294.21,0.00,0.00,6396818.36,9023948.47,4054.33,183.81,148284.43,705113.54,213859.59,0.00,0.00,876.26,26.67,0.00,34331.72,135047923.02,250058435.43,921524.91,-7109.20,8660921.95,39917219.90,9032450.96,0.00,0.00,0.00,41976508.32,7051502.48,0.00,0.00
2010-08-01,0.00,-2.03,4853.06,9281.87,24.66,1.86,238.66,1568.53,360.31,0.00,0.00,0.00,1599.59,549.92,0.00,0.00,6231181.57,8449543.57,1958.00,1964.86,136243.57,737160.99,213842.67,0.00,0.00,853.62,32.07,0.00,29173.41,131635611.70,281181393.88,501430.11,47307.67,7347339.10,48545881.45,15026765.23,0.00,0.00,0.00,71648200.00,14996980.83,0.00,0.00
2010-09-01,0.00,-2.84,4555.60,8177.09,14.21,3.78,241.29,1506.89,362.36,0.00,0.00,0.00,1672.43,413.18,0.00,0.00,5846002.38,7447899.79,1311.27,4003.99,138625.14,701616.40,212636.57,0.00,0.00,847.03,23.22,0.00,53140.27,102272434.19,189079583.26,302988.52,89154.53,6212156.45,34748304.96,8183709.28,0.00,0.00,0.00,37275324.69,8903718.67,0.00,0.00
2010-10-01,0.00,-0.79,4627.74,8181.04,40.90,0.16,176.21,1373.56,420.02,0.00,0.00,0.00,1523.67,432.66,0.00,0.00,5913079.39,7458764.85,3716.17,181.72,101457.12,653382.41,258671.21,0.00,0.00,857.77,21.71,0.00,14914.03,90453822.68,178273710.53,788439.44,30236.03,5056167.75,29830547.40,9301997.32,0.00,0.00,0.00,30621938.09,6336856.59,0.00,0.00
2010-11-01,0.00,-2.14,4586.40,7933.10,9.82,0.40,160.12,1385.03,392.87,0.00,0.00,0.00,1652.36,371.55,0.00,0.00,5840250.45,7211164.30,1210.74,461.39,91549.71,657118.00,238700.64,0.00,0.00,851.48,21.30,0.00,28159.78,86765524.60,165601668.51,135100.37,91522.88,4657512.14,29729959.93,9385955.04,0.00,0.00,0.00,37046084.45,6618813.38,0.00,0.00
2010-12-01,0.00,-14.41,4664.87,8033.05,1.43,0.54,134.11,1584.65,340.26,0.00,0.00,0.00,1569.77,469.58,0.00,0.00,5921003.90,7292211.22,55.75,580.92,77066.27,736476.14,205743.27,0.00,0.00,848.03,20.96,0.00,223630.35,78837732.11,184668129.32,36197.74,18425.07,2809702.65,34346583.59,8187976.16,0.00,0.00,0.00,30041893.81,7436290.39,0.00,0.00
2011-01-01,0.00,-86.12,4730.36,9130.89,0.45,23.14,318.67,1466.98,492.50,0.00,0.00,0.00,1106.67,380.18,0.00,0.00,5992329.01,8329550.28,36.12,24376.81,181494.74,687132.59,315342.40,0.00,0.00,884.22,60.41,0.00,1966397.20,195762082.38,463349697.72,55712.44,7651473.29,79233593.18,99434025.28,84811883.31,0.00,0.00,0.00,87123604.83,16714699.97,0.00,0.00
2011-02-01,0.00,-95.82,4259.47,8675.99,4.47,8.13,306.53,1416.29,407.87,0.00,0.00,0.00,1150.66,400.15,0.00,0.00,5422908.96,7910188.03,208.14,8525.70,174533.75,655837.34,261351.76,0.00,0.00,872.98,119.90,0.00,2826717.07,166794615.77,1191508813.17,1314956.52,14443070.37,15490958.76,144727646.10,148511282.77,0.00,0.00,0.00,232123907.61,19312663.29,0.00,0.00
2011-03-01,0.00,-19.58,4693.98,9221.60,-0.38,1.21,168.61,1471.86,355.00,0.00,0.00,0.00,951.98,473.36,0.00,0.00,5990678.69,8408147.27,0.00,1480.47,96969.66,686718.81,228405.10,0.00,0.00,889.98,26.70,0.00,373590.58,116761833.27,253395422.60,0.00,37493.98,3390374.91,39558488.71,10667791.07,0.00,0.00,0.00,26026598.01,10178616.42,0.00,0.00
2011-04-01,0.00,-3.82,4431.01,8644.25,-0.23,0.11,140.45,1189.65,261.62,0.00,0.00,0.00,880.56,373.37,0.00,0.00,5656589.01,7853982.55,0.02,112.89,80864.39,566615.25,160278.49,0.00,0.00,899.57,26.27,0.00,83992.02,114058724.33,225736144.89,28.46,3071.15,4079593.70,31493103.41,6854052.81,0.00,0.00,0.00,23992504.38,9567250.02,0.00,0.00
2011-05-01,0.00,-7.76,4334.28,9824.04,7.43,0.14,260.51,1359.12,294.31,0.00,0.00,0.00,1233.52,380.26,0.00,0.00,5576968.05,8962183.24,645.24,172.06,149638.68,628366.75,183335.20,0.00,0.00,876.48,31.53,0.00,199258.38,149576707.45,283030514.83,214650.95,10621.15,10103796.76,42449185.31,10366441.54,0.00,0.00,0.00,47743646.68,11140527.27,0.00,0.00
2011-06-01,0.00,-14.00,4437.95,9772.11,45.86,0.15,213.16,1334.00,233.30,0.00,0.00,0.00,1301.59,588.72,0.00,0.00,5727392.49,8892283.04,3606.20,168.79,122734.01,631797.32,136827.66,0.00,0.00,866.13,28.13,0.00,307880.63,125068662.01,264783549.88,1162669.35,5500.97,7235040.20,38118251.83,6708674.75,0.00,0.00,0.00,40137374.57,16291054.74,0.00,0.00
2011-07-01,0.00,-19.53,4575.77,9959.19,59.67,0.14,309.17,1367.31,289.89,0.00,0.00,0.00,1452.50,601.76,0.00,0.00,5897437.91,9079001.79,4214.43,145.25,176388.39,651876.86,173287.65,0.00,0.00,859.46,30.80,0.00,481471.72,134880425.02,297062606.91,1567090.02,8080.75,12673645.87,43099310.81,10810963.71,0.00,0.00,0.00,49444720.99,17343662.44,0.00,0.00
2011-08-01,0.00,-5.25,4463.62,9416.45,60.93,0.03,265.21,1463.56,287.22,0.00,0.00,0.00,1281.55,440.53,0.00,0.00,5756780.29,8599908.53,4842.79,30.99,151842.80,688013.39,168289.86,0.00,0.00,869.63,30.64,0.00,123509.88,133661182.43,284291274.33,1755935.35,1223.92,10210951.86,46320771.11,9138340.83,0.00,0.00,0.00,39850246.90,13225256.00,0.00,0.00
2011-09-01,0.00,-5.05,4412.06,8591.88,59.51,0.16,179.96,1093.58,285.64,0.00,0.00,0.00,1177.55,621.13,0.00,0.00,5708733.25,7874103.44,5238.18,174.42,103304.19,536838.13,169133.87,0.00,0.00,877.02,29.36,0.00,115630.07,121250006.98,251516780.38,1744430.94,30304.75,8699730.00,33973460.78,9194879.16,0.00,0.00,0.00,33744294.94,18031223.83,0.00,0.00
2011-10-01,0.00,-5.46,4813.02,8636.96,61.88,0.57,149.71,1169.40,327.04,0.00,0.00,0.00,962.27,474.41,0.00,0.00,6246729.33,7882831.00,5194.77,671.54,85403.04,574945.91,195301.23,0.00,0.00,903.63,28.55,0.00,111272.87,117652629.77,245412154.86,1691519.20,400284.23,7291098.36,36436257.07,11444845.41,0.00,0.00,0.00,30096398.17,13979924.29,0.00,0.00
2011-11-01,0.00,-20.19,4573.55,8380.87,57.56,1.07,264.84,1489.64,385.43,0.00,0.00,0.00,1023.93,458.14,0.00,0.00,5901933.83,7671511.02,5203.40,1137.86,148919.84,701859.40,229736.66,0.00,0.00,882.36,34.47,0.00,508474.68,122505085.32,305974003.40,1982905.30,25885.16,8802862.72,52237639.99,17887171.14,0.00,0.00,0.00,39875343.11,13800839.24,0.00,0.00
2011-12-01,0.00,-18.76,4899.67,8136.24,32.45,0.05,178.91,1523.87,300.39,0.00,0.00,0.00,867.58,474.00,0.00,0.00,6303157.74,7410081.83,2220.91,47.26,102648.49,711311.72,175803.79,0.00,0.00,896.97,25.16,0.00,397642.58,109794389.16,212528886.35,845861.23,1397.87,4651788.35,39282316.22,8012005.62,0.00,0.00,0.00,22614123.47,10407479.14,0.00,0.00
2012-01-01,0.00,-32.25,4876.13,8942.30,15.29,3.90,272.50,1550.19,331.58,0.00,0.00,0.00,792.60,645.14,0.00,0.00,6267881.25,8110689.34,316.94,4120.06,155982.51,727704.97,197398.16,0.00,0.00,888.87,28.81,0.00,551146.98,118566656.38,251039373.74,402149.26,245746.22,8807204.06,47155800.08,12139766.17,0.00,0.00,0.00,28151009.91,15610030.06,0.00,0.00
2012-02-01,0.00,-12.82,4742.71,8461.70,16.68,2.00,233.27,1498.64,266.25,0.00,0.00,0.00,838.88,423.96,0.00,0.00,6098077.72,7662166.94,342.79,2111.87,133495.64,701104.12,158147.43,0.00,0.00,895.83,28.92,0.00,241624.63,123695152.02,245880609.79,525630.33,111993.71,7439359.67,46225439.03,9812331.96,0.00,0.00,0.00,27365496.45,10923178.41,0.00,0.00
2012-03-01,0.00,-6.20,4557.11,8551.56,14.67,0.84,189.99,1475.09,280.94,0.00,0.00,0.00,1104.08,504.17,0.00,0.00,5857858.54,7766822.03,304.09,901.11,108517.81,692664.70,166707.83,0.00,0.00,875.33,26.62,0.00,109470.42,107965430.67,228083620.45,426866.15,32855.11,5423625.91,41287026.29,8481104.93,0.00,0.00,0.00,32012988.02,12311181.22,0.00,0.00
2012-04-01,0.00,-3.01,4142.36,8040.26,-0.53,0.18,310.06,1441.46,276.60,0.00,0.00,0.00,1129.19,361.01,0.00,0.00,5328989.38,7352205.60,0.27,174.96,177308.68,672067.43,161901.73,0.00,0.00,872.28,32.45,0.00,69216.76,132411370.30,257781715.33,335.96,6568.30,9918030.80,45357792.14,9198460.28,0.00,0.00,0.00,41421520.43,9509321.14,0.00,0.00
2012-05-01,0.00,-7.22,4827.76,9019.35,-0.77,0.19,214.03,1338.82,244.71,0.00,0.00,0.00,1166.10,471.84,0.00,0.00,6210516.57,8220802.08,6.03,234.19,123170.78,617340.29,143208.94,0.00,0.00,886.57,28.11,0.00,128516.75,129112781.88,251095269.36,962.57,7234.76,6709221.01,37106517.39,6499913.05,0.00,0.00,0.00,36658286.08,13117120.05,0.00,0.00
2012-06-01,0.00,-24.64,4104.78,9177.31,7.28,0.29,326.69,1363.89,310.28,0.00,0.00,0.00,1562.96,573.41,0.00,0.00,5250389.59,8338105.97,587.88,259.85,184843.69,644902.92,180154.52,0.00,0.00,838.93,36.16,0.00,657769.33,146886550.51,332455471.13,286035.79,10706.79,9997445.08,47858975.19,12449933.70,0.00,0.00,0.00,60029595.05,16841780.45,0.00,0.00
2012-07-01,0.00,-16.58,3851.07,9201.75,5.25,0.80,320.66,1535.00,471.31,0.00,0.00,0.00,2027.02,464.40,0.00,0.00,4909721.79,8338762.25,486.78,786.66,183680.74,721069.60,271237.48,0.00,0.00,807.68,69.86,0.00,917211.26,280756528.14,610998249.29,384480.88,115846.40,30228662.05,108653431.37,40010993.00,0.00,0.00,0.00,144413076.20,30901740.77,0.00,0.00
2012-08-01,0.00,-14.07,3917.07,8968.79,48.60,3.57,272.53,1301.53,468.44,0.00,0.00,0.00,1910.27,700.37,0.00,0.00,5010381.32,8142663.73,4474.45,3865.71,156914.26,629300.64,267955.03,0.00,0.00,808.75,56.74,0.00,759144.68,218965142.27,506352720.81,2640459.55,310.97,19277798.61,75348242.48,27115698.36,0.00,0.00,0.00,100975898.29,38490257.24,0.00,0.00
2012-09-01,0.00,-16.08,3576.31,8006.37,60.56,2.60,194.28,1174.38,464.13,0.00,0.00,0.00,1714.42,587.82,0.00,0.00,4584476.74,7320638.16,5025.68,2755.76,111864.13,563158.85,264499.07,0.00,0.00,815.26,52.79,0.00,799483.57,187848261.07,424947434.79,3231431.85,127221.95,11873753.23,61449975.36,24749177.39,0.00,0.00,0.00,79769392.65,27537734.52,0.00,0.00
2012-10-01,0.00,-14.69,4038.17,7745.28,67.40,0.31,111.86,1580.62,574.77,0.00,0.00,0.00,1475.17,503.17,0.00,0.00,5142844.50,7037609.32,5841.61,335.24,64408.69,733925.58,327376.97,0.00,0.00,827.78,53.79,0.00,771293.04,207850748.01,427852565.75,3558856.65,21399.80,6017226.91,83455476.27,31425830.36,0.00,0.00,0.00,72657196.95,24947108.79,0.00,0.00
2012-11-01,0.00,-8.94,3992.00,8154.49,64.40,2.49,118.48,1520.75,436.03,0.00,0.00,0.00,1133.60,494.28,0.00,0.00,5040555.54,7376471.79,5410.11,2646.73,68222.01,708073.47,252368.80,0.00,0.00,845.74,66.94,0.00,469415.16,313592346.55,462104847.30,3501342.02,515089.16,12189223.22,88514927.93,45119357.95,0.00,0.00,0.00,96998014.46,30409582.00,0.00,0.00
2012-12-01,0.00,-8.71,4149.72,8457.67,35.45,10.03,112.76,1488.00,402.83,0.00,0.00,0.00,1115.93,622.91,0.00,0.00,5246611.97,7645073.84,2264.13,10540.05,64808.49,692859.75,233650.39,0.00,0.00,848.00,54.94,0.00,422351.52,220600813.38,455432380.65,2174289.21,1258912.80,8285028.99,82276692.58,25797019.98,0.00,0.00,0.00,56361024.31,32175782.03,0.00,0.00
2013-01-01,0.00,-23.82,4296.22,8827.75,15.84,37.45,187.81,1623.03,508.33,0.00,0.00,0.00,1260.90,555.97,0.00,0.00,5465909.94,7998877.66,504.98,39366.04,108045.97,751038.39,296711.54,0.00,0.00,847.94,87.28,0.00,1903492.99,231436401.59,838591378.77,2208959.51,10281473.41,18007993.80,174460655.91,78077190.39,0.00,0.00,0.00,88222000.48,28617135.28,0.00,0.00
2013-02-01,0.00,-14.39,3864.11,7757.95,20.19,2.32,204.84,1508.70,398.59,0.00,0.00,0.00,1303.78,509.28,0.00,0.00,4954583.23,7063536.13,580.78,2491.51,116994.12,696002.54,231901.06,0.00,0.00,839.97,55.98,0.00,695488.24,208956526.14,426680808.46,1248540.95,274330.15,15588351.86,85117290.45,25895803.95,0.00,0.00,0.00,68782343.31,26608075.40,0.00,0.00
2013-03-01,0.00,-17.29,4417.19,8375.72,22.13,1.39,192.52,1449.26,398.41,0.00,0.00,0.00,1243.65,616.94,0.00,0.00,5628350.46,7597403.19,672.88,1452.10,110042.46,675244.98,232126.94,0.00,0.00,853.02,60.00,0.00,873369.25,235362527.86,513666992.07,1697730.52,175355.50,15209553.30,90064021.77,29486314.63,0.00,0.00,0.00,70853390.46,30262203.73,0.00,0.00
2013-04-01,0.00,-2.46,4015.04,7872.45,8.61,0.52,138.92,1213.10,332.26,0.00,0.00,0.00,1353.12,464.23,0.00,0.00,5094786.92,7094060.35,403.48,558.94,78815.59,569526.87,197068.80,0.00,0.00,846.67,55.16,0.00,121380.53,203520404.99,434949564.02,516017.21,111436.40,11255325.90,71237183.88,20766983.03,0.00,0.00,0.00,65717231.10,24907968.36,0.00,0.00
2013-05-01,0.00,-6.95,3979.56,8854.12,11.64,3.75,204.94,1094.82,373.26,0.00,0.00,0.00,1564.37,635.78,0.00,0.00,5091016.44,8019831.03,532.34,3318.63,117542.17,527833.59,222691.86,0.00,0.00,836.53,59.98,0.00,346226.52,220115536.32,504912756.84,731340.17,456187.20,28856550.90,78881093.37,30030652.69,0.00,0.00,0.00,79724017.78,41008229.38,0.00,0.00
2013-06-01,0.00,-4.98,3993.52,8922.04,24.69,1.09,267.89,1202.58,376.73,0.00,0.00,0.00,1532.94,489.50,0.00,0.00,5101840.64,8099227.21,560.38,1117.24,152748.15,575603.79,227962.18,0.00,0.00,842.50,64.80,0.00,254010.06,246760730.58,536260727.41,1614478.80,734283.40,31312315.19,84050577.85,35651000.93,0.00,0.00,0.00,88568811.35,31514089.50,0.00,0.00
2013-07-01,0.00,-4.45,3895.96,8910.58,30.49,0.22,213.68,1244.45,362.97,0.00,10.87,0.00,1903.63,747.14,0.00,0.00,5007273.83,8061303.61,617.93,236.58,123038.30,562863.17,213237.12,0.00,6147.64,807.06,60.32,0.00,219482.87,231465718.11,528848284.54,1845757.23,26553.30,17284526.36,77467429.04,25164511.74,0.00,655968.84,0.00,105428304.63,42137894.00,0.00,0.00
2013-08-01,0.00,-2.15,3701.88,8396.60,49.86,17.46,225.81,1203.46,459.92,0.00,24.58,0.00,1762.51,1021.99,0.00,0.00,4782834.96,7642283.65,4183.04,12387.39,130018.68,538747.22,266573.75,0.00,13905.05,794.15,57.54,0.00,99856.59,201276387.32,480635992.67,3079786.09,986902.48,18968121.58,74033211.97,30808759.48,0.00,1497652.79,0.00,88721212.93,58147782.61,0.00,0.00
2013-09-01,0.00,-3.06,3315.14,7642.41,61.07,21.64,164.47,1053.31,594.26,0.00,20.45,0.00,1671.43,799.06,0.00,0.00,4266908.11,6925202.28,5220.60,15346.26,94665.71,472838.15,337720.52,0.00,11566.46,790.70,53.26,0.00,147764.83,164154172.39,413018161.09,3349650.39,1162914.94,11060411.84,58846580.89,32373814.46,0.00,1127349.49,0.00,77884977.38,40994207.87,0.00,0.00
2013-10-01,0.00,-1.66,3750.63,7783.96,35.98,3.45,102.61,1208.24,382.57,0.00,18.25,0.00,1779.90,869.25,0.00,0.00,4791012.67,7039029.37,2258.34,2457.66,59083.06,540162.65,220850.59,0.00,10321.80,794.89,53.84,0.00,85094.53,187441208.98,435860437.25,2036449.00,190084.15,6376783.17,71119553.55,22949946.59,0.00,1094787.89,0.00,78431613.49,42615828.47,0.00,0.00
2013-11-01,0.00,-3.70,4017.42,7420.32,10.48,0.19,120.07,1368.07,291.08,0.00,21.63,0.00,1575.74,638.65,0.00,0.00,5076952.94,6775764.89,478.51,207.95,69113.50,609933.59,168124.66,0.00,12234.92,822.31,50.80,0.00,185874.65,189206532.59,385102487.53,569303.76,10039.12,6290187.29,71220678.26,15524911.85,0.00,1142989.25,0.00,75825636.91,30508027.57,0.00,0.00
2013-12-01,0.00,-2.95,4003.31,7842.96,14.03,0.80,145.53,1420.93,337.09,0.00,20.72,0.00,1619.48,643.54,0.00,0.00,5097356.79,7156761.69,636.88,816.82,83656.38,648002.83,196931.50,0.00,11723.62,822.41,61.41,0.00,136622.79,206465838.11,479311228.32,826873.92,758812.96,25838221.41,90245654.97,37887664.71,0.00,1175308.01,0.00,89879743.78,34814119.10,0.00,0.00
2014-01-01,0.00,-20.52,4262.33,8609.40,20.99,6.44,225.29,1602.11,481.54,0.00,22.94,0.00,1161.13,734.66,0.00,0.00,5431334.61,7811250.10,772.19,6733.89,128520.53,740899.23,289803.85,0.00,12977.43,843.10,73.29,0.00,912688.69,333149060.04,537265447.30,1676493.44,2792446.52,48255569.07,117881218.50,81096796.70,0.00,1587107.85,0.00,83471546.62,42644178.53,0.00,0.00
2014-02-01,0.00,-12.24,3906.26,7796.75,24.03,3.90,192.49,1368.16,474.72,0.00,21.83,0.00,1033.55,603.33,0.00,0.00,4953994.65,7050551.63,605.90,4037.98,109739.64,633423.79,279280.33,0.00,12352.01,846.31,60.47,0.00,561677.94,196119159.54,430701853.58,1467646.66,431484.42,13990564.58,77760363.10,33621335.49,0.00,1192740.16,0.00,50204452.31,29778260.79,0.00,0.00
2014-03-01,0.00,-7.57,4176.57,8342.19,24.37,2.01,114.72,1476.59,533.40,0.00,24.05,0.00,1007.30,524.58,0.00,0.00,5343968.36,7530516.79,566.70,2283.35,66004.30,695435.74,307964.88,0.00,13605.38,860.78,48.77,0.00,320429.02,193700357.53,410444527.61,1203622.38,107654.69,5980865.43,71831017.63,26627276.50,0.00,1161986.04,0.00,46442211.26,23657874.19,0.00,0.00
2014-04-01,0.00,-2.91,3961.69,7545.24,-0.23,1.65,136.24,1362.36,519.50,0.00,25.24,0.00,1116.47,552.76,0.00,0.00,5101855.23,6798094.24,2.22,1730.56,76858.58,639192.88,299889.71,0.00,14279.43,849.78,47.41,0.00,133786.68,175375354.44,372633662.28,4886.89,111762.16,6947544.53,64979857.10,25471104.32,0.00,1243520.77,0.00,44404527.41,23849911.53,0.00,0.00
2014-05-01,0.00,-9.30,3859.48,7996.37,8.94,2.29,175.94,1447.28,619.99,0.00,25.21,0.00,1512.28,626.52,0.00,0.00,4903845.03,7212096.40,413.45,2375.34,99044.36,665703.06,357722.97,0.00,14261.53,814.97,50.33,0.00,416447.80,187875517.47,408918757.40,490334.45,159836.98,9966066.48,71376791.03,32654221.34,0.00,1293787.14,0.00,62730859.95,29182010.75,0.00,0.00
2014-06-01,0.00,-4.59,3767.04,7726.16,26.28,0.95,144.89,1530.10,610.64,0.00,24.58,0.00,1675.78,837.85,0.00,0.00,4760169.50,6953478.97,1536.59,1001.03,82596.44,678527.90,349942.66,0.00,13902.36,785.89,50.48,0.00,202277.69,185409332.52,388705103.42,1308467.95,58148.40,9858585.63,77908034.12,33455069.78,0.00,1222192.46,0.00,77875507.89,37766783.12,0.00,0.00
2014-07-01,0.00,-15.80,4186.02,8611.03,61.74,0.45,129.84,1394.14,644.57,0.00,23.90,0.00,1461.88,1039.51,0.00,0.00,5361528.82,7737297.53,5265.43,458.82,74423.85,630130.24,373186.10,0.00,13519.34,809.47,39.98,0.00,413001.94,165757231.68,331651937.32,2025335.61,92144.19,9408250.40,56399008.54,29153110.42,0.00,780337.66,0.00,55096854.18,37161345.95,0.00,0.00
2014-08-01,0.00,-16.37,4238.26,8596.05,46.99,0.17,260.51,1271.99,542.40,0.00,21.03,0.00,1355.04,566.86,0.00,0.00,5444616.05,7715470.62,4356.44,189.28,149588.55,576504.36,315719.59,0.00,11897.72,842.17,34.57,0.00,422491.67,148895757.37,276810321.35,1253963.18,18927.36,12418688.95,41226165.71,19308906.39,0.00,543676.79,0.00,50606636.59,18809335.00,0.00,0.00
2014-09-01,0.00,-9.53,3912.67,7742.97,57.85,0.15,133.24,747.73,741.03,0.00,13.11,0.00,1100.30,764.61,0.00,0.00,4997364.33,6952262.82,4834.52,158.13,75821.24,352179.84,434451.83,0.00,7417.90,843.49,38.55,0.00,325523.95,144020762.35,288107487.58,1917671.36,16608.57,7169422.30,29272392.01,29496774.85,0.00,374648.89,0.00,45002811.85,25879469.80,0.00,0.00
2014-10-01,0.00,-4.21,4326.50,7576.96,60.93,0.14,131.18,965.50,703.98,0.00,31.68,0.00,970.01,782.42,0.00,0.00,5517948.28,6853039.19,5442.92,158.83,75533.06,452547.50,409781.69,0.00,18699.71,857.71,29.00,0.00,79407.35,116661113.09,215029892.96,1403121.45,13301.69,4962116.12,24910173.26,18926911.00,0.00,795787.26,0.00,32530382.37,21249476.61,0.00,0.00
